actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.3729114532470703
0.0,8.703442573547363
0.0,16.648967742919922
0.0,24.652021408081055
0.0,32.36363220214844
0.0,39.53455352783203
188.84799194335938,46.65178680419922
205.9004364013672,53.39814758300781
219.5424041748047,59.547080993652344
236.59483337402344,65.60179901123047
250.2367401123047,71.25669860839844
263.87872314453125,76.62600708007812
277.5206298828125,81.79132843017578
291.16259765625,86.81094360351562
301.39404296875,91.39395904541016
304.80450439453125,95.00006103515625
304.80450439453125,97.57585144042969
301.39404296875,99.08317565917969
301.39404296875,100.15984344482422
301.39404296875,100.92888641357422
301.39404296875,101.47820281982422
301.39404296875,101.87056732177734
297.9835205078125,101.81830596923828
297.9835205078125,101.78097534179688
294.57305908203125,101.42178344726562
287.7520751953125,100.50016784667969
284.34161376953125,99.50935363769531
274.11016845703125,97.8040542602539
263.87872314453125,95.58840942382812
0.0,93.00822448730469
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.280115842819214
0.0,13.535329818725586
0.0,23.85321617126465
0.0,34.215858459472656
193.2340545654297,43.28036117553711
237.5703582763672,54.07782745361328
268.26470947265625,64.78302764892578
295.54864501953125,75.08979797363281
322.83245849609375,85.11197662353516
346.70587158203125,94.59834289550781
370.5793151855469,103.7020034790039
394.4527282714844,112.53228759765625
404.6841735839844,119.83721160888672
408.0946960449219,125.38754272460938
418.3261413574219,130.34963989257812
435.3785095214844,135.55661010742188
438.7890319824219,139.6083984375
442.1995544433594,142.83506774902344
452.4309997558594,146.1374053955078
459.2519226074219,149.16127014160156
469.4833679199219,152.31874084472656
472.8938903808594,154.90660095214844
469.4833679199219,156.42254638671875
466.0728454589844,157.17283630371094
0.0,157.04371643066406
0.0,23.16524887084961
0.0,21.484251022338867
0.0,19.61849594116211
0.0,17.62075424194336
0.0,15.528751373291016
0.0,13.369404792785645
0.0,10.829442024230957
0.0,8.017608642578125
0.0,5.011582851409912
0.0,1.866848349571228
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.490931510925293
0.0,16.11699867248535
0.0,24.9879093170166
0.0,33.319419860839844
0.0,41.598175048828125
206.4216766357422,49.83924865722656
230.29510498046875,58.05340576171875
254.16851806640625,66.24833679199219
271.22088623046875,73.76447296142578
291.68377685546875,81.1282958984375
308.73626708984375,88.05079650878906
0.0,94.99058532714844
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.319491147994995
0.0,4.3169846534729
0.0,6.076295375823975
0.0,8.663034439086914
0.0,11.175763130187988
0.0,12.305510520935059
0.0,12.77994441986084
0.0,13.783884048461914
0.0,15.16604232788086
0.0,17.15085792541504
0.0,18.56858253479004
0.0,19.913772583007812
0.0,21.53968048095703
0.0,22.7010440826416
0.0,23.530590057373047
0.0,24.45562171936035
0.0,25.448888778686523
0.0,26.490894317626953
0.0,27.56771469116211
0.0,29.334430694580078
0.0,30.928897857666016
0.0,32.067806243896484
0.0,33.54636764526367
0.0,34.93501281738281
0.0,35.926902770996094
0.0,36.63539505004883
0.0,37.47399139404297
0.0,38.405517578125
0.0,39.070892333984375
0.0,39.878662109375
0.0,40.123138427734375
0.0,40.297767639160156
0.0,40.755001068115234
0.0,41.08159637451172
0.0,41.97993850708008
0.0,42.954139709472656
0.0,44.31505584716797
0.0,45.287139892578125
0.0,46.979042053222656
0.0,48.18754577636719
0.0,48.71823501586914
0.0,49.09729766845703
0.0,49.700584411621094
0.0,49.79897689819336
0.0,49.86925506591797
0.0,49.91945266723633
0.0,49.622779846191406
0.0,49.41087341308594
0.0,49.592037200927734
0.0,49.72144317626953
0.0,49.813873291015625
0.0,49.8798942565918
0.0,50.59211349487305
0.0,50.43578338623047
0.0,49.65908432006836
0.0,49.436805725097656
0.0,49.27803039550781
0.0,49.16462326049805
0.0,49.083614349365234
0.0,48.69325256347656
0.0,48.08189392089844
0.0,47.312679290771484
0.0,46.763240814208984
0.0,46.370784759521484
0.0,45.75792694091797
0.0,44.98764419555664
0.0,44.104915618896484
0.0,43.47439193725586
0.0,43.024017333984375
0.0,43.03485107421875
0.0,43.0425910949707
0.0,43.048118591308594
0.0,43.052066802978516
0.0,43.05488586425781
0.0,43.05690002441406
0.0,43.05834197998047
0.0,43.05936813354492
0.0,43.06010437011719
0.0,43.06062698364258
0.0,43.06100082397461
0.0,42.72874069213867
0.0,42.49140930175781
0.0,41.98938751220703
0.0,41.630802154541016
0.0,41.37466812133789
0.0,41.191715240478516
0.0,41.06103515625
0.0,40.30263137817383
0.0,39.09585952758789
0.0,38.2338752746582
0.0,36.6206169128418
0.0,35.46828842163086
0.0,34.64519500732422
0.0,33.7247428894043
0.0,33.06727981567383
0.0,32.26512908935547
0.0,31.359638214111328
0.0,30.712858200073242
0.0,30.915931701660156
0.0,30.395925521850586
0.0,29.69196319580078
0.0,28.856603622436523
0.0,28.59244728088379
0.0,27.73873519897461
0.0,27.128938674926758
0.0,26.360841751098633
0.0,25.81220245361328
0.0,25.42031478881836
0.0,25.140396118164062
0.0,24.940454483032227
0.0,24.797639846801758
0.0,24.030569076538086
0.0,23.482662200927734
0.0,22.426240921020508
0.0,21.00662612915039
0.0,19.660085678100586
0.0,18.698270797729492
0.0,18.011259078979492
0.0,17.18800926208496
0.0,16.599971771240234
0.0,15.847416877746582
0.0,15.309877395629883
0.0,14.593391418457031
0.0,13.08405590057373
0.0,12.005959510803223
0.0,11.235891342163086
0.0,11.350872039794922
0.0,11.765530586242676
0.0,11.729185104370117
0.0,11.703225135803223
0.0,11.68468189239502
0.0,11.671436309814453
0.0,11.994504928588867
0.0,12.225268363952637
0.0,12.05756950378418
0.0,11.605284690856934
0.0,11.28222370147705
0.0,10.386406898498535
0.0,9.081480026245117
0.0,8.149389266967773
0.0,7.816139221191406
0.0,7.910632610321045
0.0,7.978127956390381
0.0,8.358868598937988
0.0,9.295855522155762
0.0,9.965132713317871
0.0,10.110686302185059
0.0,9.882123947143555
0.0,9.718865394592285
0.0,9.269722938537598
0.0,8.948906898498535
0.0,9.052281379699707
0.0,7.796003818511963
0.0,5.901103496551514
0.0,3.550015449523926
0.0,1.2056368589401245
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10207574814558029
0.0,1.7355289459228516
0.0,3.5673396587371826
0.0,5.873335361480713
0.0,8.18553352355957
0.0,10.169632911682129
0.0,11.9193754196167
0.0,13.501721382141113
0.0,14.964497566223145
0.0,16.674367904663086
0.0,18.893291473388672
0.0,21.47579574584961
0.0,24.318029403686523
0.0,27.34575653076172
0.0,29.840946197509766
0.0,31.95575523376465
0.0,34.13138961791992
0.0,35.68541717529297
0.0,37.46046447753906
0.0,39.06088638305664
0.0,40.869102478027344
0.0,42.82574462890625
0.0,44.88837432861328
0.0,46.694210052490234
0.0,47.98409652709961
0.0,49.23796844482422
0.0,50.13359451293945
0.0,50.7733268737793
0.0,50.89775085449219
0.0,50.98662185668945
0.0,50.71757507324219
0.0,50.525394439697266
0.0,50.388126373291016
0.0,50.290077209472656
0.0,50.55257034301758
0.0,50.74006652832031
0.0,51.206520080566406
0.0,51.539703369140625
0.0,51.445159912109375
0.0,51.71015930175781
0.0,52.231971740722656
0.0,52.604698181152344
0.0,53.535987854003906
0.0,54.201194763183594
0.0,55.008846282958984
0.0,55.58573532104492
0.0,55.66530227661133
0.0,55.38960266113281
0.0,54.86014938354492
0.0,54.81449508666992
0.0,54.78188705444336
0.0,54.75859451293945
0.0,55.406986236572266
0.0,56.20265197753906
0.0,56.10595703125
0.0,55.371826171875
0.0,54.847450256347656
0.0,54.14036560058594
0.0,53.30277633666992
0.0,52.371971130371094
0.0,52.03963851928711
0.0,51.8022575378418
0.0,51.3001708984375
0.0,50.27650451660156
0.0,49.545318603515625
0.0,48.69050979614258
0.0,47.41487503051758
0.0,45.50614929199219
0.0,43.810245513916016
0.0,42.266353607177734
0.0,40.49851608276367
0.0,38.90324783325195
0.0,38.09629821777344
0.0,37.187374114990234
0.0,36.53814697265625
0.0,35.74188232421875
0.0,35.173118591308594
0.0,35.09939193725586
0.0,35.046730041503906
0.0,34.67658233642578
0.0,33.747161865234375
0.0,32.0857048034668
0.0,30.233917236328125
0.0,28.24615478515625
0.0,25.49623680114746
0.0,22.534420013427734
0.0,19.088748931884766
0.0,15.62996768951416
0.0,12.161849975585938
0.0,8.354506492614746
0.0,4.969917297363281
0.0,2.2198524475097656
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.8711113929748535
0.0,6.706146240234375
0.0,10.775545120239258
0.0,15.67740535736084
0.0,20.841352462768555
0.0,25.860002517700195
0.0,30.77484130859375
0.0,35.28302764892578
0.0,39.168190002441406
0.0,42.608367919921875
0.0,45.73069381713867
0.0,48.62598419189453
0.0,50.69404983520508
0.0,52.171241760253906
0.0,53.226375579833984
0.0,53.64751434326172
0.0,53.283267974853516
0.0,52.6905632019043
0.0,51.93467712402344
0.0,51.062225341796875
0.0,50.106544494628906
0.0,48.75885772705078
0.0,47.46369552612305
0.0,46.53858184814453
0.0,46.21031188964844
0.0,45.31077575683594
0.0,44.00322341918945
0.0,43.40175247192383
0.0,43.63719177246094
0.0,43.805362701416016
0.0,43.59295654296875
0.0,43.108707427978516
0.0,42.7628173828125
0.0,42.8482780456543
0.0,43.241851806640625
0.0,43.855506896972656
0.0,44.95888900756836
0.0,45.74702072143555
0.0,46.30997085571289
0.0,46.71207809448242
0.0,47.3317985534668
0.0,47.77445602416992
0.0,48.42316818237305
0.0,48.55400848388672
0.0,48.31496047973633
0.0,48.14421463012695
0.0,48.02225112915039
0.0,47.93513488769531
0.0,47.20785140991211
0.0,46.0233039855957
0.0,44.512168884277344
0.0,43.43278884887695
0.0,41.664215087890625
0.0,40.400943756103516
0.0,38.833553314208984
0.0,37.04895782470703
0.0,35.77424621582031
0.0,34.53120803833008
0.0,33.975852966308594
0.0,33.57917022705078
0.0,32.630767822265625
0.0,31.953338623046875
0.0,31.469459533691406
0.0,31.123830795288086
0.0,30.876955032348633
0.0,29.370525360107422
0.0,27.629446029663086
0.0,25.055728912353516
0.0,21.887243270874023
0.0,18.626480102539062
0.0,15.299775123596191
0.0,11.92599868774414
0.0,8.518570899963379
0.0,5.0871052742004395
0.0,1.9710291624069214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.8035552501678467
0.0,6.657891750335693
0.0,10.076047897338867
0.0,13.847676277160645
0.0,17.206754684448242
0.0,20.603656768798828
0.0,24.02760124206543
0.0,27.138307571411133
0.0,30.35782814025879
0.0,33.65504455566406
0.0,36.67525863647461
0.0,39.16508102416992
0.0,41.276058197021484
0.0,43.44892501831055
0.0,45.66603469848633
0.0,47.582210540771484
0.0,48.95091247558594
0.0,50.26108169555664
0.0,51.52944564819336
0.0,52.1028938293457
0.0,52.51249694824219
0.0,53.137603759765625
0.0,53.91663360595703
0.0,54.14055633544922
0.0,53.96797180175781
0.0,53.844696044921875
0.0,54.08917236328125
0.0,53.93126678466797
0.0,54.15100860595703
0.0,53.64291000366211
0.0,53.612510681152344
0.0,53.57528305053711
0.0,53.2316780090332
0.0,53.31877136230469
0.0,53.04845428466797
0.0,53.187896728515625
0.0,52.95497131347656
0.0,52.123538970947266
0.0,51.52965545654297
0.0,50.10789489746094
0.0,48.759822845458984
0.0,47.464385986328125
0.0,45.87401580810547
0.0,45.40309143066406
0.0,44.73419189453125
0.0,44.256404876708984
0.0,42.91756820678711
0.0,42.62628936767578
0.0,42.75075912475586
0.0,42.17463684082031
0.0,41.43059158325195
0.0,40.899131774902344
0.0,40.186988830566406
0.0,39.678314208984375
0.0,39.31497573852539
0.0,38.72291946411133
0.0,37.967491149902344
0.0,37.09537124633789
0.0,36.47242736816406
0.0,35.69493865966797
0.0,34.807090759277344
0.0,33.84038162231445
0.0,32.48481750488281
0.0,31.184030532836914
0.0,30.58742332458496
0.0,29.828746795654297
0.0,29.286836624145508
0.0,28.899755477905273
0.0,28.290740966796875
0.0,27.523229598999023
0.0,26.642478942871094
0.0,24.68325424194336
0.0,22.618776321411133
0.0,21.14415168762207
0.0,19.42578887939453
0.0,17.20079803466797
0.0,14.613960266113281
0.0,12.101161003112793
0.0,8.976215362548828
0.0,6.0790534019470215
0.0,4.0096516609191895
0.0,0.8688900470733643
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.8273394107818604
0.0,7.389166355133057
0.0,10.265857696533203
0.0,12.320636749267578
0.0,14.45336627960205
0.0,16.641803741455078
0.0,19.202560424804688
0.0,21.364171981811523
0.0,23.240711212158203
0.0,25.578683853149414
0.0,27.913694381713867
0.0,29.914087295532227
0.0,32.007999420166016
0.0,33.836177825927734
0.0,35.474552154541016
0.0,36.64481735229492
0.0,37.81325149536133
0.0,38.64784622192383
0.0,39.24398422241211
0.0,39.6697998046875
0.0,39.641422271728516
0.0,39.28862380981445
0.0,39.36915588378906
0.0,40.091705322265625
0.0,39.61025619506836
0.0,38.60130310058594
0.0,37.548095703125
0.0,36.79580307006836
0.0,36.25844955444336
0.0,35.87462615966797
0.0,35.600467681884766
0.0,35.404640197753906
0.0,35.26476287841797
0.0,35.164852142333984
0.0,35.09348678588867
0.0,35.375038146972656
0.0,35.576148986816406
0.0,35.05474090576172
0.0,34.34980392456055
0.0,32.84869384765625
0.0,31.443939208984375
0.0,30.773073196411133
0.0,29.961355209350586
0.0,28.383996963500977
0.0,26.924781799316406
0.0,25.549957275390625
0.0,23.902881622314453
0.0,22.393898010253906
0.0,21.316051483154297
0.0,20.213632583618164
0.0,19.09366226196289
0.0,17.628623962402344
0.0,15.917109489440918
0.0,14.362098693847656
0.0,13.583877563476562
0.0,13.693062782287598
0.0,13.771053314208984
0.0,12.496671676635742
0.0,10.588811874389648
0.0,8.56102466583252
0.0,6.780076503753662
0.0,5.507970333099365
0.0,4.266793727874756
0.0,3.0477097034454346
0.0,1.5118770599365234
0.0,0.08232442289590836
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.27047795057296753
0.0,2.188345432281494
0.0,4.223309516906738
0.0,5.676855087280273
0.0,7.380131721496582
0.0,9.594346046447754
0.0,11.508456230163574
0.0,13.873237609863281
0.0,15.56236743927002
0.0,18.0990047454834
0.0,20.575918197631836
0.0,23.675260543823242
0.0,26.22160530090332
0.0,28.70545196533203
0.0,31.477216720581055
0.0,34.122108459472656
0.0,36.67634582519531
0.0,39.16585922241211
0.0,41.276611328125
0.0,42.78429412841797
0.0,44.1937370300293
0.0,45.532981872558594
0.0,46.82211685180664
0.0,48.07545471191406
0.0,49.303226470947266
0.0,50.51273727416992
0.0,51.70920181274414
0.0,52.23128890991211
0.0,52.604209899902344
0.0,53.20310974121094
0.0,54.29592514038086
0.0,55.7415657043457
0.0,56.774169921875
184.16587829589844,58.50932693481445
0.0,59.41619873046875
0.0,59.7314338684082
0.0,60.28913116455078
0.0,60.6874885559082
0.0,60.97202682495117
0.0,61.175270080566406
0.0,61.32044219970703
0.0,61.424137115478516
0.0,61.498207092285156
0.0,60.22099304199219
0.0,59.30870056152344
0.0,58.324562072753906
0.0,57.621604919433594
0.0,57.11949157714844
0.0,56.760841369628906
0.0,56.504661560058594
0.0,55.9891471862793
0.0,55.288394927978516
0.0,55.120384216308594
0.0,55.0003776550293
0.0,54.91465759277344
0.0,56.18352127075195
0.0,57.089847564697266
0.0,57.73722839355469
0.0,58.19963836669922
184.16580200195312,58.19740295410156
187.57603454589844,59.52592468261719
0.0,60.14234161376953
0.0,60.582637786865234
0.0,60.564605712890625
0.0,60.55172348022461
0.0,60.54252243041992
0.0,60.86848068237305
0.0,61.1013069152832
0.0,60.60255432128906
0.0,60.24630355834961
0.0,60.324363708496094
0.0,60.0475959777832
0.0,59.517372131347656
0.0,59.13864517211914
0.0,58.86812210083008
0.0,57.67733383178711
0.0,56.8267707824707
0.0,55.886695861816406
0.0,54.88268280029297
0.0,54.16553497314453
0.0,52.988224029541016
0.0,51.482261657714844
0.0,50.074039459228516
0.0,48.73564147949219
0.0,48.1121711730957
0.0,47.00177764892578
0.0,44.40702819824219
0.0,43.357688903808594
0.0,42.608158111572266
0.0,41.74024963378906
0.0,41.12031555175781
0.0,41.01003646850586
0.0,40.9312629699707
0.0,40.874996185302734
0.0,40.50227737426758
0.0,40.568580627441406
0.0,40.94843673706055
0.0,41.219764709472656
0.0,41.413570404052734
0.0,41.219505310058594
